date,Value,Geography,Age,Qualification,Year of Arrival,Country of Birth
2011,1484,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived before 1981,Middle East and Asia: China
2011,8024,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived before 1981,Middle East and Asia: Bangladesh
2011,34812,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived before 1981,Middle East and Asia: India
2011,35315,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived before 1981,Middle East and Asia: Pakistan
2011,14991,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived before 1981,Middle East and Asia: Other
2011,1277,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived before 1981,The Americas and the Caribbean: Canada
2011,1007,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived before 1981,The Americas and the Caribbean: United States
2011,8900,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived before 1981,The Americas and the Caribbean: Jamaica
2011,6450,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived before 1981,The Americas and the Caribbean: Other
2011,1210,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived before 1981,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,Europe: United Kingdom
2011,3069,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,Europe: Ireland
2011,76,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,282,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,421,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,519,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,416,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,126,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,580,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,2474,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,Europe: Other Europe: Rest of Europe
2011,365,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,Africa: Nigeria
2011,163,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,Africa: South Africa
2011,4841,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,Africa: Other
2011,766,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,Middle East and Asia: China
2011,6114,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,Middle East and Asia: Bangladesh
2011,4296,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,Middle East and Asia: India
2011,6888,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,Middle East and Asia: Pakistan
2011,6266,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,Middle East and Asia: Other
2011,70,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,The Americas and the Caribbean: Canada
2011,196,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,The Americas and the Caribbean: United States
2011,616,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,The Americas and the Caribbean: Jamaica
2011,746,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,The Americas and the Caribbean: Other
2011,246,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1981-1990,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,Europe: United Kingdom
2011,926,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,Europe: Ireland
2011,65,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,195,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,250,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,718,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,307,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,327,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,732,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,3614,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,Europe: Other Europe: Rest of Europe
2011,238,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,Africa: Nigeria
2011,235,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,Africa: South Africa
2011,5043,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,Africa: Other
2011,550,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,Middle East and Asia: China
2011,1661,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,Middle East and Asia: Bangladesh
2011,2589,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,Middle East and Asia: India
2011,3077,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,Middle East and Asia: Pakistan
2011,5615,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,Middle East and Asia: Other
2011,71,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,The Americas and the Caribbean: Canada
2011,177,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,The Americas and the Caribbean: United States
2011,956,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,The Americas and the Caribbean: Jamaica
2011,1264,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,The Americas and the Caribbean: Other
2011,177,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 1991-2000,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,Europe: United Kingdom
2011,818,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,Europe: Ireland
2011,83,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,204,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,239,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,990,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,376,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,5237,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,3392,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,1138,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,Europe: Other Europe: Rest of Europe
2011,297,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,Africa: Nigeria
2011,431,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,Africa: South Africa
2011,5158,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,Africa: Other
2011,583,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,Middle East and Asia: China
2011,925,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,Middle East and Asia: Bangladesh
2011,2927,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,Middle East and Asia: India
2011,2600,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,Middle East and Asia: Pakistan
2011,6401,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,Middle East and Asia: Other
2011,79,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,The Americas and the Caribbean: Canada
2011,262,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,The Americas and the Caribbean: United States
2011,575,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,The Americas and the Caribbean: Jamaica
2011,1027,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,The Americas and the Caribbean: Other
2011,306,England and Wales (K04000001),Age 50 to 64,No qualifications,Arrived 2001-2011,"Antarctica, Oceania and other"
2011,3318385,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: United Kingdom
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: Ireland
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Europe: Other Europe: Rest of Europe
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Africa: Nigeria
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Africa: South Africa
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Africa: Other
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Middle East and Asia: China
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Middle East and Asia: Bangladesh
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Middle East and Asia: India
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Middle East and Asia: Pakistan
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,Middle East and Asia: Other
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,The Americas and the Caribbean: Canada
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,The Americas and the Caribbean: United States
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,The Americas and the Caribbean: Jamaica
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,The Americas and the Caribbean: Other
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Born in the UK,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Europe: United Kingdom
2011,24262,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Europe: Ireland
2011,1768,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,11426,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,4375,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,779,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,5949,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,1178,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,10991,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,2969,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Europe: Other Europe: Rest of Europe
2011,2068,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Africa: Nigeria
2011,2983,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Africa: South Africa
2011,44017,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Africa: Other
2011,535,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Middle East and Asia: China
2011,1734,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Middle East and Asia: Bangladesh
2011,25164,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Middle East and Asia: India
2011,11923,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Middle East and Asia: Pakistan
2011,21047,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,Middle East and Asia: Other
2011,3098,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,The Americas and the Caribbean: Canada
2011,2567,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,The Americas and the Caribbean: United States
2011,17329,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,The Americas and the Caribbean: Jamaica
2011,15616,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,The Americas and the Caribbean: Other
2011,3664,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived before 1981,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,Europe: United Kingdom
2011,3725,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,Europe: Ireland
2011,393,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,758,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,475,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,240,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,1138,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,583,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,488,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,797,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,Europe: Other Europe: Rest of Europe
2011,2217,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,Africa: Nigeria
2011,732,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,Africa: South Africa
2011,9254,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,Africa: Other
2011,274,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,Middle East and Asia: China
2011,654,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,Middle East and Asia: Bangladesh
2011,2575,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,Middle East and Asia: India
2011,1714,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,Middle East and Asia: Pakistan
2011,6572,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,Middle East and Asia: Other
2011,262,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,The Americas and the Caribbean: Canada
2011,581,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,The Americas and the Caribbean: United States
2011,1040,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,The Americas and the Caribbean: Jamaica
2011,1496,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,The Americas and the Caribbean: Other
2011,945,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1981-1990,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,Europe: United Kingdom
2011,1018,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,Europe: Ireland
2011,211,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,578,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,348,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,328,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,731,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,330,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,753,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,1527,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,Europe: Other Europe: Rest of Europe
2011,1423,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,Africa: Nigeria
2011,1475,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,Africa: South Africa
2011,7525,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,Africa: Other
2011,279,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,Middle East and Asia: China
2011,303,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,Middle East and Asia: Bangladesh
2011,1214,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,Middle East and Asia: India
2011,1142,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,Middle East and Asia: Pakistan
2011,5675,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,Middle East and Asia: Other
2011,193,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,The Americas and the Caribbean: Canada
2011,508,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,The Americas and the Caribbean: United States
2011,1287,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,The Americas and the Caribbean: Jamaica
2011,1454,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,The Americas and the Caribbean: Other
2011,638,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: United Kingdom
2011,800,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: Ireland
2011,214,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,488,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,289,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,658,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,726,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,4213,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,3190,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,932,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: Other Europe: Rest of Europe
2011,1267,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Africa: Nigeria
2011,2330,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Africa: South Africa
2011,8627,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Africa: Other
2011,288,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Middle East and Asia: China
2011,230,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Middle East and Asia: Bangladesh
2011,1911,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Middle East and Asia: India
2011,1124,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Middle East and Asia: Pakistan
2011,5526,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Middle East and Asia: Other
2011,221,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,The Americas and the Caribbean: Canada
2011,651,England and Wales (K04000001),Age 50 to 64,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,The Americas and the Caribbean: United States
